,date,state,aggravated-assault,arson,burglary,homicide,larceny,motor-vehicle-theft,property-crime,rape,robbery,violent-crime,population
192,1999,Utah,0.0004801628185589102,6.488686737282569e-05,0.0018921643568524488,7.279989997926785e-06,0.011744206473177194,0.0010774385196931642,0.014778696217095632,0.00020953710341858835,0.00011964505300940543,0.0008166249649848307,3159345
193,2000,Utah,0.00047541499899504485,8.197901780274076e-05,0.0019257156151037636,9.812160431988277e-06,0.011661594412765937,0.0009780508301562507,0.014647339875828693,0.00023675793558474936,0.00012122765953069386,0.0008432127545424763,3159345
194,2001,Utah,0.000643804332860134,0.0001041355091007788,0.002584396449264009,1.7725193038430436e-05,0.015195871296107263,0.0015268987717390787,0.01941130202621113,0.00028360308861488697,0.00025068487297208756,0.001195817487485539,3159345
195,2002,Utah,0.0008147258371592846,0.00010951637127315947,0.0036403115202676504,1.1394766953276708e-05,0.01980093975175234,0.002240337791535904,0.025791105434829056,0.0003497560412047434,0.00031335609121510945,0.001489232736532414,3159345
196,2003,Utah,0.0008644196819277413,9.432334866879052e-05,0.0036352471793995272,1.550954390862663e-05,0.01895994264633967,0.002142532708520279,0.024832045882928266,0.0003706464472857507,0.00035007256250900107,0.0016006482356311197,3159345
197,2004,Utah,0.0008679014162745759,7.818076215164853e-05,0.003323790216009964,1.297737347456514e-05,0.01885295844550057,0.0021488631346054323,0.024403792558267617,0.0003801420864134813,0.0003326638907748283,0.0015936847669374506,3159345
198,2005,Utah,0.0009226596019111556,9.432334866879052e-05,0.003451031780321554,1.4243458691595885e-05,0.01859404401861778,0.0024555722784311306,0.02459497142603926,0.0003706464472857507,0.0002902500360042984,0.0015977995438928006,3159345
199,2006,Utah,0.0009530456471198935,0.00010983289257741716,0.003578906387241659,1.455997999585357e-05,0.017438741258077227,0.0024660174814716343,0.02359349801936794,0.0003728620964155545,0.0003494395199004857,0.0016899072434317874,3159345
200,2007,Utah,0.0010926315422975332,9.970421084117119e-05,0.00408217526101138,1.645910782139969e-05,0.01877224551291486,0.0027654466352994055,0.025719571620066817,0.00040324814162429236,0.0004257211542265881,0.0019380599459698133,3159345
201,2008,Utah,0.001058447241437703,8.957552910492523e-05,0.0037824295858793515,1.1394766953276708e-05,0.019340401254057407,0.0022707238367446416,0.025483130205786325,0.00038995424684546955,0.00042287246248826895,0.0018826687177247183,3159345
202,2009,Utah,0.0010388229205737264,9.622247649433664e-05,0.003998613636687351,1.0445203040503648e-05,0.019126116331074954,0.002104866673313614,0.025325819117570255,0.00036938036206871994,0.000381408171630512,0.001800056657313462,3159345
203,2010,Utah,0.0010255290257949036,7.976336867293695e-05,0.0038729546788970498,1.4876501300111258e-05,0.01857378665514529,0.0018440531186052806,0.024370557821320558,0.0003823577355432851,0.0003757107881538737,0.0017984740507921736,3159345
204,2011,Utah,0.001008120354060731,7.311642128352554e-05,0.0033123954490566873,1.4243458691595885e-05,0.017899596277076418,0.001939326031186844,0.023224434178603478,0.000391536853366758,0.00032696650729819,0.0017408671734172748,3159345
205,2012,Utah,0.0010739567853463297,7.628163432610241e-05,0.0034437517903236274,1.4876501300111258e-05,0.018745657723357213,0.001887100015984326,0.024152791163991272,0.0004358498359628341,0.00032348477295135545,0.0018481678955606304,3159345
206,2013,Utah,0.001078704604910195,6.741903780688719e-05,0.00353364384073281,1.2660852170307453e-05,0.018964690465903534,0.0023375098319430134,0.024903263176386244,0.0004396480916139263,0.0003769768733709044,0.0019079904220653332,3159345
207,2014,Utah,0.0009850142988499198,8.419466693254456e-05,0.0029569420243753058,1.9624320863976553e-05,0.018403498193454656,0.0022074195758931044,0.02365205446065561,0.0004367993998756071,0.0003867890338028927,0.0018282270533923962,3159345
208,2015,Utah,0.0011328297479382594,6.393730346005264e-05,0.0032791607121096305,1.5826065212884315e-05,0.01942997678316233,0.002726197993571452,0.02549927279230347,0.0004788967333418794,0.00040546379075409616,0.0020330163372471195,3159345
209,2016,Utah,0.0012151252870452578,6.963468693669099e-05,0.0033484788777420637,2.247301260229573e-05,0.019219173594526715,0.0029148446909090333,0.025552131850114502,0.00045009329465442997,0.0004656028385630566,0.00215329443286504,3159345
210,2017,Utah,0.001158467973583132,5.855644128767197e-05,0.0029683367913285823,1.9940842168234237e-05,0.01793346405663199,0.002881926475266234,0.02384228376451448,0.0005029523524654636,0.00042951940987768036,0.00211088057809451,3159345
211,2018,Utah,0.0011983496579196003,4.969384476845675e-05,0.0025422991157977365,1.8358235646945807e-05,0.015603234214686904,0.002316619425862006,0.020511846601115106,0.0005077001720293289,0.00036399949989633927,0.0020884075654922143,3159345
212,2019,Utah,0.0012515252370348918,5.475818563657974e-05,0.002255530814140273,2.0257363472491924e-05,0.01495278293443736,0.002042195455070592,0.019305267389284803,0.0004956723624675367,0.0003326638907748283,0.0021001188537497486,3159345
213,1993,Vermont,,1.602666837617796e-06,7.53253413680364e-05,,0.00011058401179562792,9.616001025706776e-06,0.0001971280210269889,9.616001025706776e-06,,9.616001025706776e-06,623960
214,1994,Vermont,0.00022437335726649144,0.00026283736136931856,0.003333547022245016,3.205333675235592e-06,0.005985960638502468,0.0005240720559010193,0.01010641707801782,0.00013462401435989486,3.686133726520931e-05,0.0003990640425668312,623960
215,1995,Vermont,0.0003333547022245016,0.00023398935829219822,0.003134816334380409,1.4424001538560164e-05,0.006325726008077441,0.00046477338290916084,0.010159305083659208,0.00012500801333418808,3.0450669914738125e-05,0.0005032373870119879,623960
216,1996,Vermont,0.00018430668632604655,0.00014103468171036606,0.002315853580357715,6.410667350471184e-06,0.004814411180203859,0.0004263093788063337,0.007697608821078274,8.01333418808898e-05,1.2821334700942368e-05,0.0002836720302583499,623960
217,1997,Vermont,0.000165074684274633,0.00013782934803513046,0.001979293544457978,6.410667350471184e-06,0.00457401115456119,0.00033976536957497274,0.007030899416629271,7.692800820565421e-05,9.616001025706776e-06,0.00025802936085646516,623960
218,1998,Vermont,0.00037822937367779986,0.00019071735367651773,0.00391210975062504,1.2821334700942368e-05,0.01141579588435156,0.0008109494198346047,0.016329572408487723,0.0001506506827360728,3.3656003589973714e-05,0.0005753573947047888,623960
219,1999,Vermont,0.0005513173921405218,0.0001618693505993974,0.004540355150971216,1.602666837617796e-05,0.013898326815821527,0.0011923841271876403,0.01979293544457978,0.0001618693505993974,9.776267709468555e-05,0.0008269760882107827,623960
220,2000,Vermont,0.0005833707288928777,0.00015866401692416182,0.00452272581575742,1.2821334700942368e-05,0.01567728700557728,0.0010785947817167768,0.02143727161997564,0.00017148535162510417,0.00012500801333418808,0.0008926854285531124,623960
221,2001,Vermont,0.0005961920635938202,0.00013782934803513046,0.004205397781909097,1.1218667863324572e-05,0.016110007051734085,0.0011250721200076928,0.021578306301686005,0.00013943201487274826,0.00013462401435989486,0.0008814667606897878,623960
222,2002,Vermont,0.0006651067376113853,0.0001602666837617796,0.005171805884992628,2.083466888903135e-05,0.0154449003141227,0.001153920123084813,0.021930893005961922,0.0001971280210269889,0.00010898134495801013,0.0009920507724854157,623960
223,2003,Vermont,0.0007788960830822488,0.00013622668119751266,0.004466632476440797,2.404000256426694e-05,0.014600294890698121,0.0010289121097506251,0.020232066158087057,0.00020353868837746008,9.776267709468555e-05,0.0011042374511186614,623960
224,2004,Vermont,0.0007179947432527726,0.00015706135008654402,0.005243925892685428,2.5642669401884736e-05,0.016401692416180523,0.0009616001025706776,0.022764279761523176,0.00029328803128405667,0.0001218026796589525,0.0011587281235976665,623960
225,2005,Vermont,0.0008365920892364896,0.00013141868068465928,0.004920187191486634,1.2821334700942368e-05,0.01687127379960254,0.0010657734470158344,0.022988653118789667,0.00028527469709596767,0.00011539201230848131,0.001250080133341881,623960
226,2006,Vermont,0.0009648054362459132,0.00018430668632604655,0.005418616577985768,2.2437335726649144e-05,0.017369703186101672,0.0010353227771010961,0.024007949227514584,0.0003317520353868838,0.00018430668632604655,0.0015033014936854927,623960
227,2007,Vermont,0.0009103147637669082,0.00012661068017180588,0.00498108853131611,2.083466888903135e-05,0.017268735175331753,0.001020898775562536,0.023397333162382204,0.00025322136034361175,0.00012821334700942368,0.001312584140008975,623960
228,2008,Vermont,0.000982434771459709,0.00013943201487274826,0.005554843259183281,2.7245336239502533e-05,0.01905891403295083,0.0009760241041092378,0.025729213411116097,0.0002484133598307584,0.00014904801589845504,0.0014071414834284249,623960
229,2009,Vermont,0.000934354766331175,0.0001234053464965703,0.005431437912686711,1.2821334700942368e-05,0.01788736457465222,0.0007468427463298929,0.024189050580165395,0.00025482402718122956,0.00017949868581319315,0.00138149881402654,623960
230,2010,Vermont,0.0009471761010321174,8.654400923136099e-05,0.005142957881915508,1.1218667863324572e-05,0.016534713763702802,0.0007228027437656261,0.022487018398615295,0.00025482402718122956,0.0001202000128213347,0.0013334188088980064,623960
231,2011,Vermont,0.0010657734470158344,0.00010096801076992116,0.006024424642605295,1.7629335213795757e-05,0.017150137829348034,0.000887877428040259,0.02416340791076351,0.00026444002820693636,0.00015706135008654402,0.0015049041605231105,623960
232,2012,Vermont,0.0010192961087249182,0.0001185973459837169,0.00650843002756587,1.2821334700942368e-05,0.01775113789345471,0.0007644720815436887,0.025142637348547985,0.0002452080261555228,0.00018270401948842875,0.0014600294890698123,623960
233,2013,Vermont,0.0008990960959035835,0.0001202000128213347,0.005239117892172575,1.602666837617796e-05,0.015819924354125263,0.0005977947304314379,0.02177703698955061,0.00023078402461696262,0.00012821334700942368,0.0012741201359061478,623960
234,2014,Vermont,0.0007276107442784794,5.929867299185845e-05,0.0031011603307904353,2.083466888903135e-05,0.011874158599910251,0.00030931469966023463,0.01534393230335278,0.0002083466888903135,0.00013141868068465928,0.0010882107827424835,623960
235,2015,Vermont,0.000754856080517982,2.8848003077120328e-05,0.0021459708955702287,1.9232002051413552e-05,0.005678248605679851,0.0003205333675235592,0.00817360087185076,0.00029168536444643887,0.0001618693505993974,0.0012276427976152318,623960
236,2016,Vermont,0.000950381434707353,7.212000769280082e-05,0.0031444323354061156,2.5642669401884736e-05,0.01240624398999936,0.00033976536957497274,0.01596256170267325,0.0003253413680364126,0.00015545868324892621,0.0014568241553945766,623960
237,2017,Vermont,0.0011571254567600488,6.250400666709404e-05,0.0031476376690813515,2.7245336239502533e-05,0.011704275915122764,0.00038464004102827106,0.01529905763189948,0.0004263093788063337,0.0001634720174370152,0.0017741521892429002,623960
238,2018,Vermont,0.001193986794025258,7.212000769280082e-05,0.002405602923264312,1.7629335213795757e-05,0.010462209115968972,0.0004455413808577473,0.013385473427783833,0.0005208667222257837,0.00011699467914609911,0.0018494775306109367,623960
239,2019,Vermont,0.0014488108212064876,7.853067504327201e-05,0.0020706455542021922,1.9232002051413552e-05,0.011912622604013079,0.0004968267196615168,0.014558625552920059,0.0004471440476953651,0.00011539201230848131,0.0020305788832617475,623960
240,1994,Massachusetts,7.685707354076332e-06,2.900266926066541e-07,6.090560544739735e-06,,2.885765591436208e-05,5.3654938132231e-06,4.060373696493157e-05,,5.800533852133082e-07,8.26576073928964e-06,6895917
241,1995,Massachusetts,0.0009382363505825259,3.712341665365172e-05,0.0013378931329944951,1.7401601556399244e-06,0.003595315894898387,0.0006271827227618894,0.005597515167308423,5.554011163417425e-05,0.0001255815578986812,0.0011210981802710213,6895917
242,1996,Massachusetts,0.0014056143657181488,6.148565883261066e-05,0.0017284140745893548,4.930453774313119e-06,0.004708873381161635,0.0007094052901158759,0.007208178404699476,8.526784762635629e-05,0.00017097073529162256,0.001666783402410441,6895917
243,1997,Massachusetts,0.0018526905123713061,7.555195342403338e-05,0.002046863383071461,3.6253336575831757e-06,0.00567364717411767,0.001005232516574663,0.008801295027187827,9.759398206213909e-05,0.00019562300416318815,0.0021495328322542165,6895917
244,1998,Massachusetts,0.0019021400634607406,6.960640622559697e-05,0.001986102790970367,4.930453774313119e-06,0.00604720155419504,0.000942731764317929,0.009045642515708933,0.00010759990295706865,0.0001851820432293486,0.002199852463421471,6895917
245,1999,Massachusetts,0.0016244395052898693,8.599291435787293e-05,0.0019191066249782298,5.220480466919773e-06,0.006316926378319229,0.0009014029606214808,0.009223428878276813,0.0001120953166924718,0.00019170764381299833,0.0019334629462622592,6895917
246,2000,Massachusetts,0.0018568958994141026,8.570288766526627e-05,0.0018799530214763315,7.105653968863024e-06,0.00735087153746195,0.001048301480426751,0.0103648289270303,0.00013863275906598064,0.00020867420533048759,0.002211308517779434,6895917
247,2001,Massachusetts,0.001693030818091343,9.59988352528025e-05,0.002325724048012759,8.700800778199621e-06,0.007483123709290585,0.0012749573406988512,0.011179803933254998,0.00014573841303484365,0.0002646493570035718,0.0021121193889079583,6895917
248,2002,Massachusetts,0.0016754842031886405,9.367862171194926e-05,0.0027036288284792293,8.845814124502948e-06,0.007975153993297773,0.001523655229609057,0.012296116673098009,0.00015762950743171647,0.0003165641349801629,0.0021585236597250227,6895917
249,2003,Massachusetts,0.0015815155547840845,9.469371513607255e-05,0.002851832468401229,9.135840817109604e-06,0.008849004418121621,0.0017201483138500652,0.01351567891550899,0.0001808316428402488,0.00043445998552476775,0.0022059430239662107,6895917
250,2004,Massachusetts,0.0018421045380911632,8.628294105047958e-05,0.0032398881831089323,1.2906187820996106e-05,0.009487208155202565,0.0017796037858344293,0.014592983065196406,0.0002114294589102508,0.0004972507644741083,0.0025636909492965185,6895917
251,2005,Massachusetts,0.0020484585298807976,9.048832809327606e-05,0.003444502014742927,1.3051201167299433e-05,0.009812763117653533,0.0016173338513210064,0.014965087311810742,0.00022767095369622344,0.0005390146082094666,0.002828195292953787,6895917
252,2006,Massachusetts,0.00206644018482241,9.628886194540914e-05,0.0036177929635754025,1.1746081050569489e-05,0.010309723855435035,0.0016435812670019085,0.015667386947957756,0.00022781596704252676,0.0005681622908164353,0.0028741645237319417,6895917
253,2007,Massachusetts,0.0021392368846666803,9.81740354473524e-05,0.004039201747932871,1.5226401361849337e-05,0.011593672023604692,0.0015078487748619944,0.01723889658184691,0.00021635991268456392,0.0005793283184817914,0.002950151517194885,6895917
254,2008,Massachusetts,0.002315138073732616,9.889910217886903e-05,0.0043131319590998555,1.3776267898816068e-05,0.012761609514731688,0.0014222909005430315,0.018595931476553446,0.0002608790099996853,0.0006034005339681437,0.003193193885599261,6895917
255,2009,Massachusetts,0.002389239893693616,0.00010165435575863224,0.004276008542446204,1.551642805445599e-05,0.013124867947221522,0.001315271050971176,0.018817801896397535,0.000252323222567789,0.0006702516866139776,0.003327331230929839,6895917
256,2010,Massachusetts,0.0024776980349386457,9.440368844346589e-05,0.0046143246793718656,1.8996748365735842e-05,0.012910103181346295,0.0012550905122552954,0.01887392206141692,0.0002790056782876012,0.0006415390440459188,0.003417239505637901,6895917
257,2011,Massachusetts,0.0022329155063786294,7.874224704270658e-05,0.00445103965143432,1.551642805445599e-05,0.01255815578986812,0.0011341493814383207,0.01822208706978347,0.0002549334628012489,0.0006161617084428366,0.003119527105677171,6895917
258,2012,Massachusetts,0.002124445523343741,8.541286097265962e-05,0.004277023635870327,8.700800778199621e-06,0.012510446398934326,0.001026984518520162,0.017899867414297475,0.0002575437030347088,0.0006215272022560596,0.003012217229412709,6895917
259,2013,Massachusetts,0.0020993582144332654,7.29417131905735e-05,0.00383473292964518,1.3776267898816068e-05,0.01232453928897346,0.0009917462753684535,0.017223960207177667,0.000259863916575562,0.0006219622422949697,0.002994960641202613,6895917
260,2014,Massachusetts,0.002108059015211465,6.931637953299032e-05,0.003085738995988496,1.0876000972749527e-05,0.011381227471270319,0.0009009679205825708,0.015437250767374375,0.00023738684789854634,0.0005584463966141124,0.0029147682606968732,6895917
261,2015,Massachusetts,0.0021894115024876314,5.510507159526427e-05,0.00268709730700065,1.261616112838945e-05,0.010533479448781068,0.0009153242418666002,0.014191006069243582,0.00024797282217868923,0.000498845911283445,0.0029488463970781553,6895917
262,2016,Massachusetts,0.0021153096825266312,6.351584568085724e-05,0.002415487309374518,1.1746081050569489e-05,0.009796376609521257,0.0009337409368471227,0.013209120701423755,0.00025145314248996905,0.0004972507644741083,0.002875759670541278,6895917
263,2017,Massachusetts,0.001982477457312784,5.612016501938756e-05,0.0020971830142387155,1.508138801554601e-05,0.009119309295631024,0.0008812461054853183,0.012153858580374445,0.0002608790099996853,0.00044997641357922375,0.002708414268907239,6895917
264,2018,Massachusetts,0.0019193966516708365,4.089376365753822e-05,0.0017118825531107756,1.1166027665356181e-05,0.008094790003998018,0.0007790116963414728,0.010626578017107804,0.0002969873332292138,0.00039588643540808277,0.0026234364479734893,6895917
265,2019,Massachusetts,0.001975516816690224,4.379403058360476e-05,0.001539606697702423,1.6386508132275953e-05,0.007867989130379614,0.0007140457171975823,0.010165435575863224,0.0002775555448245679,0.00038124008743144677,0.002650698957078515,6895917
266,1994,Virginia,1.4896207449042068e-05,3.284203217111637e-06,2.322400846386086e-05,1.2902226924367146e-06,0.0001501350042108177,4.9145755284634854e-05,0.00022578897117642505,6.451113462183573e-06,3.4014961891513385e-06,2.6039039792813693e-05,8525660
267,1995,Virginia,6.802992378302677e-05,9.148851819096704e-06,0.00015459213714832636,2.5804453848734292e-06,0.0006991834063286596,7.846899829456018e-05,0.0009413933935906428,1.9822512274709524e-05,1.618643014147878e-05,0.0001066193115840885,8525660
268,1996,Virginia,0.0001483756096302222,1.9939805246749224e-05,0.00040243218706821523,5.043597797707157e-06,0.0018901762444197868,0.0001767605088638299,0.002489308745598581,3.7533751052704425e-05,4.9849513116873064e-05,0.00024080247159750682,8525660
269,1997,Virginia,0.0003648984360155108,5.4189353082342016e-05,0.0008947107907188417,9.148851819096704e-06,0.004580642437066456,0.000382492381821466,0.0059120349626891056,9.969902623374613e-05,9.899526840150792e-05,0.0005727415824698616,8525660
270,1998,Virginia,0.000630684310657474,7.260434969257512e-05,0.0013631789210454088,1.2550348008248041e-05,0.006377922647630799,0.0005516288475027153,0.008365334765871498,0.00014638162910554726,0.0001422763750841577,0.000931892662855427,8525660
271,1999,Virginia,0.000942097151422881,0.00010919975696896193,0.002071159300277046,2.205107874346385e-05,0.011057091181210604,0.0010188067551368458,0.014256256993593458,0.00022320852579155162,0.0003287722006272828,0.0015161289565851794,8525660
272,2000,Virginia,0.0013570796864993443,0.00018027929802502093,0.003423781853838882,4.41021574869277e-05,0.019167079146951673,0.002042891694015478,0.024814031992831054,0.0003179812471996303,0.0007214690710162029,0.0024406321622021054,8525660
273,2001,Virginia,0.001345467682267414,0.0002123002793918594,0.0035421304626269403,4.175629804613367e-05,0.020118794322081808,0.002139775688920271,0.02601300075302088,0.0003334639195088709,0.000774016322489989,0.0024947042223124076,8525660
274,2002,Virginia,0.001391329234334937,0.00020936795509086687,0.003611685195046483,4.504050126324531e-05,0.02092401057513436,0.0021949033857789307,0.02693996711105064,0.0003442548729365234,0.0008061545968288673,0.002586779205363573,8525660
275,2003,Virginia,0.0013369052953085157,0.0001879033412076015,0.0033665428834835074,4.867658339647605e-05,0.01963226307406113,0.0021282809776603804,0.025314990276412618,0.0003379210524463795,0.0007931350769324603,0.0025166380080838316,8525660
276,2004,Virginia,0.0013315098185946895,0.00019365069683754688,0.0032777521036494537,4.586155206752322e-05,0.018440097306249605,0.0020652946516750608,0.023976794758411666,0.00033381579842498997,0.0008068583546611054,0.002518045523748308,8525660
277,2005,Virginia,0.0013720931869204262,0.00019728677897077763,0.003541543997766742,5.372018119418321e-05,0.01852431366017411,0.0019258333079198561,0.024188977744831485,0.0003264263411864888,0.0008791108254375614,0.0026313505347386594,8525660
278,2006,Virginia,0.001372562358808585,0.00020432435729315972,0.0037300338038345417,4.7386360704039333e-05,0.017198668490181406,0.001762092318952433,0.02289511897026154,0.0003392112751388162,0.0009106626349162411,0.0026698226295676815,8525660
279,2007,Virginia,0.001316379025201568,0.0001962311422224203,0.0037300338038345417,4.867658339647605e-05,0.017477122005803657,0.0016842097855180713,0.02308759673737869,0.00033041430223583864,0.0009056190371185339,0.0026010889479524167,8525660
280,2008,Virginia,0.0012298168118362685,0.00017805073155626662,0.0037600608046767054,4.339839965468949e-05,0.018157186657689846,0.0015919002165228264,0.023687198410445642,0.00033041430223583864,0.0008800491692138791,0.0024836786829406754,8525660
281,2009,Virginia,0.0011680034155713457,0.00015916656305787469,0.0037157240612456983,4.328110668264979e-05,0.017996964457883614,0.0014116209184978055,0.02328347600068499,0.0002966339262884046,0.0007442239075919049,0.002252142356134305,8525660
282,2010,Virginia,0.0011321117661271972,0.00014626433613350756,0.0035723920494131834,4.38675715428483e-05,0.017466331052376004,0.001255855851629082,0.022440843289551777,0.00029510911765188855,0.0006683353546822181,0.002139423810004152,8525660
283,2011,Virginia,0.0010321781539493716,0.00013840570700684757,0.003574034151021739,3.5539770528029503e-05,0.017021790688345535,0.0011688244663756236,0.021903055012749747,0.0003095361532127718,0.0006385429397841341,0.002015797017474307,8525660
284,2012,Virginia,0.0010771013622405772,0.00014685080099370606,0.0033885939622269714,3.7416458080664725e-05,0.016660528334463257,0.00108003368654157,0.021276006784225504,0.00029417077387557095,0.0005550303436918667,0.0019637189378886796,8525660
285,2013,Virginia,0.0010749900887438626,0.00011189749532587506,0.0031056833136672117,3.7651044024744126e-05,0.01621974134553806,0.0010293631226204187,0.020466685277151564,0.00028795424635746675,0.0005387266205783482,0.0019393219997044216,8525660
286,2014,Virginia,0.0011161599219297977,0.00010098924892618284,0.0026762737430298653,4.058336832573666e-05,0.015565715733444684,0.0009306024401629904,0.01927358116556372,0.0002929978441551739,0.0005040079008545965,0.001953749035265305,8525660
287,2015,Virginia,0.0011060727263343835,0.00010497720997553268,0.0024836786829406754,4.42194504589674e-05,0.015218763122151247,0.0009998052936664142,0.01880722430873387,0.0003021466959742706,0.0005220710185487106,0.001974509891316332,8525660
288,2016,Virginia,0.0012239521632342832,0.00010310052242289746,0.002346094026738106,5.465852497050082e-05,0.015104871646300698,0.0011851281894891422,0.018739194384950843,0.00034765636912567475,0.0005621852149862884,0.0021884522723167473,8525660
289,2017,Virginia,0.0011805537635795939,9.77050457090712e-05,0.0021631169903561717,5.3602888222143506e-05,0.014720033405038437,0.0012234829913461245,0.018204338432449806,0.0003701766197572974,0.0005081131548759861,0.002112446426435021,8525660
290,2018,Virginia,0.0012131612098066308,7.98765139590366e-05,0.0017850817414722146,4.891116934055545e-05,0.01388267887764701,0.0013020692826127243,0.017049706415690983,0.0003719360143378929,0.00042600807444819524,0.002060016467933274,8525660
291,2019,Virginia,0.001301482817752526,7.799982640640138e-05,0.0016474970852696448,5.0084099060952465e-05,0.013824970735403477,0.0012414288160681988,0.016791896463147722,0.00033979773999901473,0.00041509982804850297,0.002106464484860996,8525660
292,1995,Michigan,0.0004463938532967637,6.075360290384206e-05,0.0012601117966381738,4.103620624476976e-06,0.005387553438398699,0.0006147423872082338,0.007323161225148949,0.00011109802178462057,0.00010219016238026811,0.0006637856580861294,9991177
293,1996,Michigan,0.0008242272156723878,0.00011199881655584722,0.0023885073800614283,9.408300943922823e-06,0.010381759826695093,0.0012452987270668912,0.01412756475037926,0.00020828376876918505,0.0002121872127778339,0.0012541064981633294,9991177
294,1997,Michigan,0.0012431968726006955,0.0001442272517041786,0.003227647753613013,1.4813069571282743e-05,0.014003355160257896,0.001726323134901924,0.01910155330047701,0.0002953605966544282,0.00032118338009625894,0.0018745539189226655,9991177
295,1998,Michigan,0.0014389696028806215,0.0001924698161187616,0.003890232352004173,1.7615542192876774e-05,0.014779740164747356,0.001851733784718257,0.020714176117588547,0.0004623078942551013,0.00034150130660281564,0.0022603943459314152,9991177
296,1999,Michigan,0.0013205651346182737,0.0001745540090021426,0.003650220589626227,1.9116866811587864e-05,0.01444094124245822,0.00195772730279926,0.020223443143885852,0.0004654106318004375,0.0003034677495954681,0.0021085603828257674,9991177
297,2000,Michigan,0.0018123990797080263,0.00022219604356924115,0.004445822549235191,2.2619957588580406e-05,0.016594941717076976,0.0024982041655352517,0.02376116447541666,0.0005643979683274553,0.0004374859938924113,0.0028369029995164736,9991177
298,2001,Michigan,0.0019130879174695833,0.00023120399128150767,0.00473237537479318,2.2519869280666332e-05,0.017277844241974694,0.0024783866805682653,0.02471981028861765,0.0006230497167651019,0.0004327818434204499,0.0029914393469358015,9991177
299,2002,Michigan,0.0021515983552288184,0.0002274006355807729,0.005052157518578642,2.292022251232262e-05,0.017224296997240665,0.0023790990791175055,0.024882954230517586,0.0006610832737724494,0.0004749190210522744,0.003310520872565865,9991177
300,2003,Michigan,0.0020022665998210222,0.00021599056847856863,0.004886111015749196,2.0317926506556736e-05,0.017088877516632926,0.002594789382672332,0.024785768483533022,0.0006394641992630097,0.00047431849120479,0.0031363672167953787,9991177
301,2004,Michigan,0.0022094493972031524,0.00019597290689575412,0.004935254374935005,2.4521635438947782e-05,0.01711480038838267,0.002512016352027394,0.024758044022240824,0.0006889078233725616,0.0005656991163303383,0.003488577972345,9991177
302,2005,Michigan,0.003684350702624926,0.0003227847930228841,0.006976155061610859,6.485722352831903e-05,0.019420134384567505,0.004862590263389388,0.03158166450259064,0.0007697791761671323,0.0013371797937320098,0.005856166896052387,9991177
303,2006,Michigan,0.0036723401056752373,0.00032368558779411074,0.007519334308660531,7.206358169813227e-05,0.01994209491033939,0.004952169298972483,0.03273728410576652,0.000791398250676572,0.0014220546788431432,0.0059578566168930844,9991177
304,2007,Michigan,0.0035108976650098382,0.00029856342250767854,0.007348283390435381,6.575801829954569e-05,0.019025185921538575,0.004228230567829996,0.030900263302311628,0.0006831027015135454,0.0013334765263391891,0.005593234911162119,9991177
305,2008,Michigan,0.003305116103938505,0.00028505150093927875,0.0073415774738051385,5.544892258439621e-05,0.018356295759748828,0.003604480232909496,0.02958740496740274,0.0006805004055077795,0.0013218662826211566,0.005362931714651837,9991177
306,2009,Michigan,0.003219240335748231,0.0002677362236701442,0.007501318413235998,6.205475090672501e-05,0.017762571917202548,0.0029932409364782546,0.028524867490586945,0.0006567794765321443,0.0012410950181345,0.0051791695813216,9991177
307,2010,Michigan,0.0031752014802660386,0.0002982631575839363,0.007311150628199261,5.80512185901621e-05,0.016740370028476125,0.00277144524614067,0.02712122906039999,0.0006892080882963038,0.0011478127151585845,0.005070273502311089,9991177
308,2011,Michigan,0.00289555474795412,0.0002680364885938864,0.006980258682235336,6.225492752255315e-05,0.01579703772638599,0.002545445846870694,0.025590778744085906,0.0006675890137868641,0.00104251981523298,0.0046679185044965175,9991177
309,2012,Michigan,0.0029070649033642385,0.0002410126454570868,0.006368919297496181,6.976155061610859e-05,0.015698050389858973,0.0025475477013368894,0.02485553003414913,0.0006941124153840934,0.0010406181373826128,0.004711557006747053,9991177
310,2013,Michigan,0.002701583607216647,0.00019887546782526222,0.0054102734842951935,6.215483921463908e-05,0.014737602987115532,0.0024368500327839253,0.022783601972019913,0.0006576802713033709,0.001006588112691828,0.004428006830426485,9991177
311,2014,Michigan,0.002758033412880184,0.0001701501234539234,0.004344533181626148,5.394759796568512e-05,0.01362402047326356,0.0021590048900144597,0.020297708668358092,0.0006234500699967582,0.0008024079645471199,0.004237839045389748,9991177
312,2015,Michigan,0.002639028414770352,0.0002014777638310281,0.003935972708720904,5.6850158895193226e-05,0.013172522116263179,0.0019050808528364577,0.01921505344165157,0.0006596820374616525,0.0007819899497326492,0.004137550560859847,9991177
313,2016,Michigan,0.0030711096400354034,0.0001770562166999944,0.0038812244042919068,5.885192505347468e-05,0.013046310759983533,0.0020459051020715576,0.01915049648304699,0.0007160317548172753,0.0007136296354273375,0.00455962295533349,9991177
314,2017,Michigan,0.0030737119360411693,0.0001960729952036682,0.0035446274247768806,5.6850158895193226e-05,0.012555978139512492,0.0019764438163791913,0.018273122375872232,0.0007135295471194235,0.0006495731183623311,0.004493664760418117,9991177
