date,state,aggravated-assault,arson,burglary,homicide,larceny,motor-vehicle-theft,property-crime,rape,robbery,violent-crime
2006,Arizona,225.0,22.0,623.0,2.0,2142.0,406.0,3193.0,26.0,32.0,285.0
2006,Colorado,10304.0,1034.0,24927.0,130.0,85272.0,18162.0,129395.0,2269.0,3359.0,16062.0
2006,Connecticut,1337.0,254.0,5602.0,35.0,26278.0,2744.0,34878.0,393.0,942.0,2707.0
2006,DC,135.0,1.0,7.0,,777.0,264.0,1049.0,3.0,225.0,363.0
2006,Delaware,3864.0,384.0,6559.0,42.0,21525.0,2832.0,31300.0,499.0,1799.0,6204.0
2006,Georgia,76.0,1.0,142.0,,303.0,130.0,576.0,8.0,81.0,165.0
2006,Iowa,6170.0,714.0,17625.0,54.0,60953.0,5121.0,84413.0,1085.0,1299.0,8608.0
2006,Idaho,2685.0,273.0,7176.0,32.0,25335.0,2512.0,35296.0,767.0,295.0,3779.0
2006,Illinois,1147.0,24.0,2967.0,19.0,7723.0,864.0,11578.0,148.0,552.0,1866.0
2006,Kansas,6751.0,773.0,13881.0,67.0,54155.0,5032.0,73841.0,1190.0,991.0,8999.0
2006,Kentucky,358.0,59.0,1887.0,14.0,7142.0,575.0,9663.0,179.0,178.0,729.0
2006,Louisiana,2353.0,79.0,2363.0,35.0,8620.0,1021.0,12083.0,162.0,186.0,2736.0
2006,Massachusetts,14250.0,664.0,24948.0,81.0,71095.0,11334.0,108041.0,1571.0,3918.0,19820.0
2006,Maine,74.0,9.0,716.0,2.0,2880.0,145.0,3750.0,50.0,28.0,154.0
2006,Michigan,36691.0,3234.0,75127.0,720.0,199245.0,49478.0,327084.0,7907.0,14208.0,59526.0
2006,Missouri,6.0,,27.0,1.0,152.0,29.0,208.0,3.0,1.0,11.0
2006,Montana,2005.0,241.0,2881.0,20.0,20892.0,1727.0,25741.0,343.0,167.0,2535.0
2006,North Dakota,510.0,96.0,2064.0,7.0,8480.0,973.0,11613.0,239.0,69.0,825.0
2006,Nebraska,320.0,,,6.0,,742.0,742.0,238.0,,564.0
2006,New Hampshire,833.0,258.0,3123.0,8.0,15636.0,1068.0,20085.0,439.0,241.0,1521.0
2006,Ohio,9289.0,1934.0,65277.0,413.0,167071.0,26756.0,261038.0,3254.0,14304.0,27260.0
2006,Oregon,1771.0,354.0,6272.0,24.0,29261.0,3115.0,39002.0,543.0,413.0,2751.0
2006,Rhode Island,877.0,202.0,3676.0,16.0,13916.0,1938.0,19732.0,322.0,362.0,1577.0
2006,South Carolina,25320.0,1310.0,42871.0,361.0,129606.0,17052.0,190839.0,2410.0,5951.0,34042.0
2006,South Dakota,711.0,69.0,2209.0,11.0,7974.0,600.0,10852.0,337.0,88.0,1147.0
2006,Tennessee,32432.0,1419.0,63066.0,419.0,166786.0,22605.0,253876.0,2966.0,11209.0,47026.0
2006,Texas,10064.0,566.0,28729.0,135.0,100363.0,13188.0,142846.0,2438.0,3827.0,16464.0
2006,Utah,3011.0,347.0,11307.0,46.0,55095.0,7791.0,74540.0,1178.0,1104.0,5339.0
2006,Virginia,11702.0,1742.0,31801.0,404.0,146630.0,15023.0,195196.0,2892.0,7764.0,22762.0
2006,Vermont,602.0,115.0,3381.0,14.0,10838.0,646.0,14980.0,207.0,115.0,938.0
2006,Washington,51.0,10.0,268.0,,964.0,48.0,1290.0,24.0,3.0,78.0
2006,Wisconsin,4092.0,352.0,6558.0,105.0,28174.0,8453.0,43537.0,530.0,3636.0,8363.0
2006,West Virginia,3536.0,462.0,10559.0,75.0,30868.0,3753.0,45642.0,688.0,810.0,5109.0
2007,Alabama,33.0,1.0,372.0,,1914.0,159.0,2446.0,25.0,72.0,130.0
2007,Arkansas,6508.0,435.0,21866.0,111.0,52367.0,4249.0,78917.0,1030.0,1445.0,9094.0
2007,Arizona,183.0,21.0,633.0,10.0,2445.0,446.0,3545.0,40.0,49.0,282.0
2007,Colorado,9245.0,876.0,22087.0,129.0,76285.0,14716.0,113964.0,2158.0,2963.0,14495.0
2007,Connecticut,2233.0,267.0,7083.0,47.0,29708.0,3529.0,40587.0,493.0,1494.0,4267.0
2007,DC,119.0,,5.0,,926.0,294.0,1225.0,,280.0,399.0
2007,Delaware,4101.0,312.0,6604.0,39.0,21541.0,2336.0,30793.0,397.0,1778.0,6315.0
2007,Georgia,41.0,2.0,113.0,2.0,233.0,97.0,445.0,5.0,53.0,101.0
2007,Iowa,6494.0,635.0,16601.0,39.0,56924.0,5010.0,79170.0,1218.0,1313.0,9064.0
2007,Idaho,2762.0,345.0,6826.0,49.0,24918.0,2358.0,34447.0,746.0,236.0,3793.0
2007,Illinois,1366.0,85.0,2694.0,22.0,6288.0,733.0,9800.0,143.0,639.0,2170.0
2007,Kansas,6876.0,767.0,14558.0,69.0,53125.0,5330.0,73780.0,1293.0,1082.0,9320.0
2007,Kentucky,295.0,55.0,1499.0,11.0,6359.0,463.0,8376.0,126.0,176.0,608.0
2007,Louisiana,2690.0,54.0,2826.0,43.0,10265.0,1131.0,14276.0,172.0,219.0,3124.0
2007,Massachusetts,14752.0,677.0,27854.0,105.0,79949.0,10398.0,118878.0,1492.0,3995.0,20344.0
2007,Maine,162.0,43.0,1301.0,3.0,5459.0,253.0,7056.0,119.0,83.0,367.0
2007,Michigan,35078.0,2983.0,73418.0,657.0,190084.0,42245.0,308730.0,6825.0,13323.0,55883.0
2007,Missouri,49.0,1.0,122.0,,518.0,47.0,688.0,11.0,2.0,62.0
2007,Montana,2233.0,236.0,2988.0,14.0,21915.0,1774.0,26913.0,338.0,197.0,2782.0
2007,North Dakota,614.0,86.0,1968.0,12.0,8399.0,868.0,11321.0,242.0,67.0,935.0
2007,Nebraska,361.0,,,10.0,,715.0,715.0,203.0,,574.0
2007,New Hampshire,863.0,245.0,3578.0,7.0,15539.0,1021.0,20383.0,410.0,236.0,1516.0
2007,Ohio,9711.0,2036.0,65183.0,412.0,168816.0,24937.0,260972.0,3414.0,13758.0,27295.0
2007,Oregon,1749.0,319.0,5876.0,19.0,26990.0,3019.0,36204.0,568.0,418.0,2754.0
2007,Rhode Island,1401.0,225.0,5225.0,19.0,19370.0,3275.0,28095.0,352.0,761.0,2533.0
2007,South Carolina,26256.0,1358.0,44670.0,364.0,131184.0,17594.0,194806.0,2413.0,6396.0,35429.0
2007,South Dakota,793.0,95.0,2094.0,14.0,8931.0,687.0,11807.0,334.0,106.0,1247.0
2007,Tennessee,32947.0,1322.0,61733.0,404.0,171711.0,21762.0,256528.0,2991.0,11105.0,47447.0
2007,Texas,9741.0,480.0,29573.0,137.0,99464.0,11077.0,140594.0,2351.0,4096.0,16325.0
2007,Utah,3452.0,315.0,12897.0,52.0,59308.0,8737.0,81257.0,1274.0,1345.0,6123.0
2007,Virginia,11223.0,1673.0,31801.0,415.0,149004.0,14359.0,196837.0,2817.0,7721.0,22176.0
2007,Vermont,568.0,79.0,3108.0,13.0,10775.0,637.0,14599.0,158.0,80.0,819.0
2007,Washington,2708.0,256.0,7393.0,25.0,23180.0,6925.0,37754.0,438.0,1084.0,4255.0
2007,Wisconsin,4539.0,423.0,7158.0,106.0,29649.0,8099.0,45329.0,621.0,3595.0,8861.0
2007,West Virginia,3463.0,463.0,9764.0,61.0,29607.0,3260.0,43094.0,672.0,807.0,5003.0
2008,Alabama,34.0,2.0,439.0,2.0,1765.0,121.0,2327.0,17.0,62.0,115.0
2008,Arkansas,7401.0,504.0,26014.0,102.0,60196.0,4761.0,91475.0,1409.0,1571.0,10483.0
2008,Arizona,190.0,29.0,929.0,4.0,2248.0,416.0,3622.0,21.0,59.0,274.0
2008,Colorado,9572.0,1015.0,21904.0,134.0,76544.0,11698.0,111161.0,2323.0,2920.0,14949.0
2008,Connecticut,3004.0,287.0,8803.0,67.0,37841.0,4133.0,51064.0,526.0,1949.0,5546.0
2008,DC,98.0,,2.0,,1163.0,277.0,1442.0,3.0,276.0,377.0
2008,Delaware,4054.0,362.0,6951.0,57.0,23236.0,2527.0,33076.0,449.0,1861.0,6421.0
2008,Georgia,33.0,1.0,109.0,2.0,296.0,47.0,453.0,5.0,58.0,98.0
2008,Iowa,6288.0,604.0,15984.0,77.0,52432.0,4456.0,73476.0,1221.0,1243.0,8829.0
2008,Idaho,2675.0,247.0,6594.0,23.0,23782.0,1732.0,32355.0,712.0,237.0,3647.0
2008,Illinois,1491.0,58.0,2785.0,21.0,6511.0,819.0,10173.0,151.0,585.0,2248.0
2008,Kansas,6692.0,794.0,14320.0,75.0,49774.0,4663.0,69551.0,1235.0,978.0,8980.0
2008,Kentucky,285.0,45.0,1723.0,13.0,6997.0,406.0,9171.0,138.0,177.0,613.0
2008,Louisiana,2853.0,60.0,2777.0,32.0,10343.0,990.0,14170.0,170.0,215.0,3270.0
2008,Massachusetts,15965.0,682.0,29743.0,95.0,88003.0,9808.0,128236.0,1799.0,4161.0,22020.0
2008,Maine,182.0,47.0,1241.0,10.0,6254.0,271.0,7813.0,122.0,93.0,407.0
2008,Michigan,33022.0,2848.0,73351.0,554.0,183401.0,36013.0,295613.0,6799.0,13207.0,53582.0
2008,Missouri,18.0,2.0,41.0,,172.0,7.0,222.0,4.0,2.0,24.0
2008,Montana,1996.0,171.0,3285.0,29.0,20940.0,1604.0,26000.0,351.0,176.0,2552.0
2008,North Dakota,744.0,88.0,1987.0,2.0,9016.0,843.0,11934.0,287.0,72.0,1105.0
2008,Nebraska,409.0,,,11.0,,660.0,660.0,278.0,,698.0
2008,New Hampshire,1154.0,294.0,3839.0,13.0,20600.0,1296.0,26029.0,486.0,401.0,2054.0
2008,Ohio,10226.0,2022.0,70798.0,391.0,175107.0,21793.0,269720.0,3439.0,14370.0,28426.0
2008,Oklahoma,844.0,145.0,2751.0,17.0,6226.0,754.0,9876.0,188.0,76.0,1125.0
2008,Oregon,1561.0,346.0,5444.0,21.0,25190.0,2248.0,33228.0,497.0,413.0,2492.0
2008,Rhode Island,1450.0,201.0,5791.0,31.0,21100.0,3264.0,30356.0,383.0,883.0,2747.0
2008,South Carolina,24113.0,1106.0,45152.0,306.0,129782.0,17834.0,193874.0,2259.0,6583.0,33261.0
2008,South Dakota,969.0,112.0,2230.0,24.0,9641.0,704.0,12687.0,475.0,115.0,1583.0
2008,Tennessee,31740.0,1282.0,64691.0,412.0,169350.0,19145.0,254468.0,2902.0,10835.0,45889.0
2008,Texas,8693.0,473.0,28278.0,131.0,90187.0,8587.0,127525.0,2163.0,3883.0,14870.0
2008,Utah,3344.0,283.0,11950.0,36.0,61103.0,7174.0,80510.0,1232.0,1336.0,5948.0
2008,Virginia,10485.0,1518.0,32057.0,370.0,154802.0,13572.0,201949.0,2817.0,7503.0,21175.0
2008,Vermont,613.0,87.0,3466.0,17.0,11892.0,609.0,16054.0,155.0,93.0,878.0
2008,Washington,2803.0,230.0,7609.0,35.0,25093.0,5562.0,38494.0,456.0,1119.0,4413.0
2008,Wisconsin,4595.0,385.0,8430.0,74.0,33794.0,7080.0,49689.0,588.0,3332.0,8589.0
2008,West Virginia,3421.0,372.0,10025.0,64.0,30167.0,2970.0,43534.0,754.0,838.0,5077.0
2009,Alabama,33.0,1.0,439.0,2.0,1764.0,87.0,2291.0,12.0,44.0,91.0
2009,Arkansas,10352.0,615.0,32819.0,173.0,77050.0,6022.0,116506.0,1638.0,2548.0,14711.0
2009,Arizona,287.0,51.0,1716.0,10.0,4841.0,497.0,7105.0,51.0,80.0,428.0
2009,Colorado,9726.0,871.0,21733.0,125.0,77781.0,11481.0,111866.0,2571.0,3057.0,15479.0
2009,Connecticut,2916.0,221.0,8647.0,41.0,35672.0,3526.0,48066.0,508.0,1969.0,5434.0
2009,DC,95.0,,,1.0,1280.0,236.0,1516.0,,406.0,502.0
2009,Delaware,3765.0,308.0,7152.0,41.0,21977.0,1892.0,31329.0,449.0,1691.0,5946.0
2009,Iowa,6238.0,562.0,15871.0,38.0,49976.0,3976.0,70385.0,1159.0,1188.0,8623.0
2009,Idaho,2818.0,240.0,6446.0,22.0,23238.0,1550.0,31474.0,767.0,251.0,3858.0
2009,Illinois,1342.0,39.0,2328.0,23.0,5916.0,498.0,8781.0,139.0,600.0,2104.0
2009,Kansas,6572.0,790.0,13644.0,76.0,45910.0,3760.0,64104.0,1205.0,1004.0,8857.0
2009,Kentucky,1895.0,482.0,17226.0,94.0,40449.0,3316.0,61473.0,1663.0,1223.0,4875.0
2009,Louisiana,1969.0,38.0,2867.0,28.0,9646.0,880.0,13431.0,192.0,193.0,2382.0
2009,Massachusetts,16476.0,701.0,29487.0,107.0,90508.0,9070.0,129766.0,1740.0,4622.0,22945.0
2009,Maine,163.0,40.0,1099.0,4.0,5936.0,203.0,7278.0,108.0,108.0,383.0
2009,Michigan,32164.0,2675.0,74947.0,620.0,177469.0,29906.0,284997.0,6562.0,12400.0,51746.0
2009,Missouri,224.0,14.0,226.0,4.0,1231.0,63.0,1534.0,29.0,22.0,279.0
2009,Mississippi,2.0,1.0,159.0,2.0,303.0,81.0,544.0,1.0,11.0,16.0
2009,Montana,1922.0,162.0,3330.0,27.0,19881.0,1450.0,24823.0,355.0,214.0,2518.0
2009,North Dakota,768.0,71.0,2149.0,9.0,8756.0,871.0,11847.0,263.0,103.0,1143.0
2009,Nebraska,391.0,,,1.0,,647.0,647.0,249.0,,641.0
2009,New Hampshire,1181.0,247.0,4506.0,11.0,21285.0,1055.0,27093.0,506.0,432.0,2130.0
2009,Ohio,10675.0,1905.0,73787.0,413.0,180405.0,17773.0,273870.0,3307.0,13914.0,28309.0
2009,Oklahoma,1118.0,148.0,3285.0,11.0,6960.0,826.0,11219.0,207.0,123.0,1459.0
2009,Oregon,1652.0,303.0,5184.0,24.0,23295.0,2121.0,30903.0,516.0,366.0,2558.0
2009,Rhode Island,1586.0,233.0,5735.0,32.0,19578.0,2439.0,27985.0,417.0,785.0,2820.0
2009,South Carolina,23147.0,850.0,44617.0,304.0,121713.0,14149.0,181329.0,2244.0,5770.0,31465.0
2009,South Dakota,766.0,71.0,2255.0,18.0,10654.0,766.0,13746.0,457.0,106.0,1347.0
2009,Tennessee,29974.0,1240.0,63695.0,468.0,160792.0,15133.0,240860.0,2774.0,9709.0,42925.0
2009,Texas,8019.0,443.0,30137.0,117.0,91566.0,7873.0,130019.0,2066.0,3482.0,13684.0
2009,Utah,3282.0,304.0,12633.0,33.0,60426.0,6650.0,80013.0,1167.0,1205.0,5687.0
2009,Virginia,9958.0,1357.0,31679.0,369.0,153436.0,12035.0,198507.0,2529.0,6345.0,19201.0
2009,Vermont,583.0,77.0,3389.0,8.0,11161.0,466.0,15093.0,159.0,112.0,862.0
2009,Washington,2807.0,196.0,8339.0,34.0,26384.0,4028.0,38947.0,478.0,1259.0,4578.0
2009,Wisconsin,4120.0,438.0,9717.0,89.0,38007.0,5582.0,53744.0,651.0,3310.0,8170.0
2009,West Virginia,3733.0,371.0,10698.0,77.0,28823.0,2572.0,42464.0,758.0,849.0,5417.0
2010,Alabama,24.0,2.0,398.0,1.0,1677.0,110.0,2187.0,4.0,47.0,76.0
2010,Arkansas,10538.0,637.0,30917.0,132.0,74501.0,5577.0,111632.0,1636.0,2340.0,14646.0
2010,Arizona,270.0,46.0,1512.0,11.0,4777.0,369.0,6704.0,56.0,83.0,420.0
2010,Colorado,9563.0,889.0,22298.0,110.0,82351.0,10607.0,116145.0,2485.0,2940.0,15098.0
2010,Connecticut,2799.0,257.0,8599.0,59.0,35800.0,3198.0,47854.0,497.0,1730.0,5085.0
2010,DC,147.0,,5.0,,1475.0,190.0,1670.0,7.0,412.0,566.0
2010,Delaware,3544.0,301.0,7718.0,51.0,22832.0,1964.0,32815.0,388.0,1855.0,5838.0
2010,Iowa,6073.0,484.0,16049.0,39.0,47947.0,3885.0,68365.0,1088.0,1009.0,8209.0
2010,Idaho,2513.0,230.0,6294.0,22.0,23611.0,1386.0,31521.0,685.0,212.0,3432.0
2010,Illinois,1657.0,90.0,2328.0,23.0,5207.0,483.0,8108.0,149.0,498.0,2327.0
2010,Kansas,6410.0,659.0,14158.0,57.0,46194.0,3893.0,64904.0,1204.0,939.0,8610.0
2010,Kentucky,1829.0,415.0,18279.0,103.0,42565.0,3465.0,64724.0,1696.0,1390.0,5018.0
2010,Louisiana,1877.0,35.0,4094.0,32.0,13183.0,1081.0,18393.0,250.0,221.0,2380.0
2010,Massachusetts,17086.0,651.0,31820.0,131.0,89027.0,8655.0,130153.0,1924.0,4424.0,23565.0
2010,Maine,169.0,44.0,1242.0,2.0,6040.0,186.0,7512.0,102.0,111.0,384.0
2010,Michigan,31724.0,2980.0,73047.0,580.0,167256.0,27690.0,270973.0,6886.0,11468.0,50658.0
2010,Missouri,4223.0,389.0,8000.0,109.0,21695.0,3588.0,33672.0,478.0,1735.0,6545.0
2010,Mississippi,65.0,14.0,926.0,6.0,2671.0,159.0,3770.0,27.0,67.0,165.0
2010,Montana,2003.0,151.0,3333.0,23.0,20313.0,1474.0,25271.0,337.0,157.0,2520.0
2010,North Dakota,832.0,61.0,1769.0,8.0,8812.0,763.0,11405.0,259.0,85.0,1184.0
2010,Nebraska,416.0,,,9.0,,660.0,660.0,297.0,,722.0
2010,New Hampshire,1273.0,317.0,5119.0,14.0,21897.0,978.0,28311.0,534.0,440.0,2261.0
2010,Ohio,10229.0,1760.0,78125.0,412.0,184691.0,16631.0,281207.0,2960.0,13114.0,26715.0
2010,Oklahoma,1158.0,118.0,3338.0,21.0,7222.0,746.0,11424.0,183.0,120.0,1482.0
2010,Oregon,1823.0,328.0,5104.0,28.0,24432.0,1818.0,31682.0,526.0,395.0,2772.0
2010,Rhode Island,1605.0,240.0,6150.0,29.0,18634.0,2465.0,27489.0,421.0,784.0,2839.0
2010,South Carolina,21393.0,854.0,45660.0,268.0,123122.0,13504.0,183140.0,2205.0,4960.0,28826.0
2010,South Dakota,1022.0,63.0,2757.0,14.0,10982.0,745.0,14547.0,373.0,142.0,1551.0
2010,Tennessee,28161.0,1165.0,64150.0,358.0,156394.0,14619.0,236328.0,2940.0,8411.0,39870.0
2010,Texas,8071.0,362.0,27355.0,141.0,86449.0,7531.0,121697.0,1956.0,3077.0,13245.0
2010,Utah,3240.0,252.0,12236.0,47.0,58681.0,5826.0,76995.0,1208.0,1187.0,5682.0
2010,Virginia,9652.0,1247.0,30457.0,374.0,148912.0,10707.0,191323.0,2516.0,5698.0,18240.0
2010,Vermont,591.0,54.0,3209.0,7.0,10317.0,451.0,14031.0,159.0,75.0,832.0
2010,Washington,3004.0,237.0,10712.0,38.0,31751.0,4942.0,47642.0,588.0,1238.0,4868.0
2010,Wisconsin,5037.0,411.0,12263.0,117.0,45208.0,5614.0,63496.0,784.0,3465.0,9403.0
2010,West Virginia,3726.0,304.0,9234.0,57.0,24266.0,2065.0,35869.0,630.0,675.0,5088.0
2011,Alabama,17.0,2.0,422.0,,1669.0,109.0,2202.0,9.0,35.0,61.0
2011,Arkansas,10311.0,615.0,32867.0,159.0,81185.0,5865.0,120532.0,1613.0,2348.0,14431.0
2011,Arizona,227.0,33.0,1319.0,14.0,4249.0,299.0,5900.0,34.0,75.0,350.0
2011,Colorado,9056.0,938.0,22674.0,138.0,84897.0,10750.0,119259.0,2631.0,3160.0,14985.0
2011,Connecticut,2811.0,222.0,8685.0,64.0,35933.0,3172.0,48012.0,544.0,1809.0,5228.0
2011,DC,110.0,,1.0,,1241.0,118.0,1360.0,2.0,338.0,450.0
2011,Delaware,3382.0,292.0,7784.0,48.0,23049.0,1563.0,32688.0,387.0,1566.0,5383.0
2011,Iowa,5961.0,518.0,16713.0,45.0,50250.0,4076.0,71557.0,1115.0,815.0,7936.0
2011,Idaho,2436.0,222.0,6558.0,31.0,24653.0,1383.0,32816.0,598.0,184.0,3249.0
2011,Illinois,1437.0,70.0,1865.0,23.0,4984.0,548.0,7467.0,140.0,570.0,2170.0
2011,Kansas,6138.0,679.0,13694.0,63.0,46985.0,4434.0,65792.0,1162.0,863.0,8226.0
2011,Kentucky,2027.0,410.0,21670.0,90.0,50906.0,4032.0,77018.0,1882.0,1688.0,5687.0
2011,Louisiana,2075.0,72.0,5295.0,36.0,14602.0,975.0,20944.0,263.0,328.0,2702.0
2011,Massachusetts,15398.0,543.0,30694.0,107.0,86600.0,7821.0,125658.0,1758.0,4249.0,21512.0
2011,Maine,222.0,47.0,1717.0,5.0,6529.0,215.0,8508.0,112.0,113.0,452.0
2011,Michigan,28930.0,2678.0,69741.0,622.0,157831.0,25432.0,255682.0,6670.0,10416.0,46638.0
2011,Missouri,4112.0,340.0,7911.0,111.0,21403.0,3962.0,33616.0,521.0,1776.0,6520.0
2011,Mississippi,140.0,15.0,1387.0,12.0,3456.0,210.0,5068.0,46.0,133.0,331.0
2011,Montana,1966.0,149.0,3061.0,19.0,19288.0,1317.0,23815.0,373.0,155.0,2513.0
2011,North Dakota,1029.0,69.0,2095.0,13.0,9633.0,911.0,12708.0,250.0,91.0,1383.0
2011,Nebraska,343.0,,,10.0,,655.0,655.0,273.0,,626.0
2011,New Hampshire,1499.0,269.0,5481.0,17.0,22571.0,999.0,29320.0,556.0,465.0,2537.0
2011,Ohio,9773.0,1613.0,80383.0,400.0,187907.0,16570.0,286473.0,2900.0,12391.0,25464.0
2011,Oklahoma,1308.0,151.0,4335.0,26.0,9743.0,1036.0,15265.0,231.0,148.0,1713.0
2011,Oregon,1931.0,314.0,5688.0,37.0,27161.0,1804.0,34967.0,539.0,372.0,2879.0
2011,Rhode Island,1525.0,187.0,6836.0,20.0,18953.0,2429.0,28405.0,438.0,747.0,2730.0
2011,South Carolina,21321.0,989.0,46736.0,318.0,125811.0,14085.0,187621.0,2357.0,4652.0,28648.0
2011,South Dakota,972.0,109.0,2501.0,15.0,11216.0,840.0,14666.0,426.0,156.0,1569.0
2011,Tennessee,28554.0,1148.0,62458.0,384.0,156770.0,14310.0,234686.0,2957.0,8131.0,40026.0
2011,Texas,7792.0,386.0,26858.0,106.0,80147.0,6902.0,114293.0,1845.0,2722.0,12465.0
2011,Utah,3185.0,231.0,10465.0,45.0,56551.0,6127.0,73374.0,1237.0,1033.0,5500.0
2011,Virginia,8800.0,1180.0,30471.0,303.0,145122.0,9965.0,186738.0,2639.0,5444.0,17186.0
2011,Vermont,665.0,63.0,3759.0,11.0,10701.0,554.0,15077.0,165.0,98.0,939.0
2011,Washington,4615.0,520.0,19318.0,58.0,56853.0,7703.0,84394.0,1047.0,1542.0,7262.0
2011,Wisconsin,5165.0,405.0,12622.0,109.0,42209.0,5809.0,61045.0,864.0,3555.0,9693.0
2011,West Virginia,3815.0,261.0,9182.0,84.0,24035.0,1869.0,35347.0,620.0,720.0,5239.0
2012,Alabama,25.0,1.0,391.0,2.0,1720.0,89.0,2201.0,16.0,46.0,89.0
2012,Arkansas,10155.0,567.0,31908.0,173.0,81882.0,5948.0,120305.0,1597.0,2317.0,14242.0
2012,Arizona,341.0,37.0,1374.0,9.0,4042.0,342.0,5795.0,46.0,90.0,486.0
2012,Colorado,10201.0,902.0,25071.0,161.0,100064.0,12585.0,138622.0,2989.0,3352.0,16703.0
2012,Connecticut,2842.0,222.0,8636.0,80.0,36307.0,2883.0,48048.0,544.0,1759.0,5225.0
2012,DC,110.0,1.0,,,1393.0,116.0,1510.0,1.0,312.0,423.0
2012,Delaware,3409.0,226.0,7526.0,56.0,22966.0,1438.0,32156.0,408.0,1503.0,5376.0
2012,Iowa,5940.0,552.0,16256.0,49.0,48303.0,4116.0,69227.0,1133.0,952.0,8074.0
2012,Idaho,2508.0,238.0,6734.0,28.0,23271.0,1452.0,31695.0,650.0,236.0,3422.0
2012,Illinois,1488.0,81.0,2250.0,13.0,5212.0,436.0,7979.0,162.0,502.0,2165.0
2012,Kansas,6298.0,689.0,14006.0,52.0,49492.0,4617.0,68804.0,1220.0,900.0,8470.0
2012,Kentucky,2281.0,481.0,21842.0,137.0,56584.0,4545.0,83452.0,1787.0,2064.0,6269.0
2012,Louisiana,1372.0,24.0,4597.0,14.0,14270.0,882.0,19773.0,216.0,209.0,1811.0
2012,Massachusetts,14650.0,589.0,29494.0,60.0,86271.0,7082.0,123436.0,1776.0,4286.0,20772.0
2012,Maine,166.0,49.0,1776.0,6.0,6977.0,244.0,9046.0,146.0,132.0,450.0
2012,Michigan,29045.0,2408.0,63633.0,697.0,156842.0,25453.0,248336.0,6935.0,10397.0,47074.0
2012,Missouri,4530.0,332.0,8364.0,115.0,23370.0,4138.0,36204.0,549.0,1786.0,6980.0
2012,Mississippi,121.0,23.0,1607.0,4.0,3896.0,288.0,5814.0,56.0,151.0,332.0
2012,Montana,1997.0,187.0,3532.0,22.0,20823.0,1618.0,26160.0,422.0,200.0,2641.0
2012,North Dakota,1078.0,80.0,2212.0,14.0,10617.0,1106.0,14015.0,303.0,117.0,1512.0
2012,Nebraska,328.0,,,3.0,,723.0,723.0,319.0,,650.0
2012,New Hampshire,1453.0,316.0,5033.0,15.0,22893.0,966.0,29208.0,616.0,463.0,2547.0
2012,Ohio,9607.0,1683.0,74835.0,380.0,179127.0,15621.0,271266.0,3055.0,11844.0,24886.0
2012,Oklahoma,1893.0,241.0,7318.0,23.0,15956.0,1755.0,25270.0,424.0,185.0,2525.0
2012,Oregon,1999.0,340.0,6651.0,26.0,28774.0,2587.0,38352.0,509.0,468.0,3002.0
2012,Pennsylvania,,,,,1.0,,1.0,,,
2012,Rhode Island,1634.0,182.0,5942.0,36.0,18704.0,2691.0,27519.0,415.0,718.0,2803.0
2012,South Carolina,19941.0,848.0,44411.0,330.0,125874.0,13841.0,184974.0,2409.0,4523.0,27203.0
2012,South Dakota,1259.0,125.0,2757.0,15.0,12838.0,985.0,16705.0,524.0,142.0,1940.0
2012,Tennessee,30772.0,1225.0,56149.0,404.0,151335.0,13116.0,221825.0,2914.0,8195.0,42285.0
2012,Texas,7608.0,339.0,23559.0,98.0,74160.0,6413.0,104471.0,1940.0,2630.0,12276.0
2012,Utah,3393.0,241.0,10880.0,47.0,59224.0,5962.0,76307.0,1377.0,1022.0,5839.0
2012,Virginia,9183.0,1252.0,28890.0,319.0,142042.0,9208.0,181392.0,2508.0,4732.0,16742.0
2012,Vermont,636.0,74.0,4061.0,8.0,11076.0,477.0,15688.0,153.0,114.0,911.0
2012,Washington,9044.0,811.0,39404.0,149.0,114275.0,18000.0,172490.0,1730.0,3849.0,14772.0
2012,Wisconsin,6639.0,444.0,13195.0,110.0,42540.0,5930.0,62109.0,932.0,3579.0,11260.0
2012,West Virginia,4243.0,353.0,10365.0,69.0,28693.0,2104.0,41515.0,753.0,780.0,5845.0
2013,Alabama,29.0,1.0,345.0,2.0,2146.0,108.0,2600.0,10.0,35.0,76.0
2013,Arkansas,9632.0,520.0,28935.0,159.0,78828.0,5843.0,114126.0,1477.0,2254.0,13522.0
2013,Arizona,855.0,60.0,2390.0,13.0,7271.0,598.0,10319.0,85.0,125.0,1078.0
2013,Colorado,9731.0,851.0,24349.0,161.0,103137.0,13266.0,141603.0,2935.0,3118.0,15945.0
2013,Connecticut,2518.0,176.0,7501.0,43.0,33737.0,2962.0,44376.0,537.0,1694.0,4792.0
2013,DC,114.0,2.0,2.0,,1444.0,89.0,1537.0,2.0,422.0,538.0
2013,Delaware,3067.0,185.0,6352.0,41.0,22307.0,1334.0,30178.0,437.0,1241.0,4786.0
2013,Iowa,6032.0,459.0,14850.0,42.0,47210.0,4326.0,66845.0,1085.0,930.0,8089.0
2013,Idaho,2468.0,188.0,6409.0,28.0,22096.0,1632.0,30325.0,664.0,213.0,3373.0
2013,Illinois,1537.0,107.0,1892.0,19.0,4853.0,427.0,7279.0,151.0,396.0,2103.0
2013,Indiana,,,1.0,,20.0,1.0,22.0,,,
2013,Kansas,5949.0,486.0,12988.0,74.0,46163.0,4717.0,64354.0,1069.0,856.0,7948.0
